rssi,node,millis
-57.100815862297104,192.168.4.11,17200
-65.43713676135935,192.168.4.10,17200
-61.51446889710202,192.168.4.9,17216
-68.9869445913033,192.168.4.6,17216
-57.00429760653106,192.168.4.11,17216
-67.25073258680749,192.168.4.5,17216
-65.48578358222628,192.168.4.10,17216
-71.99357994011473,192.168.4.7,17216
-68.98735096347494,192.168.4.6,17232
-57.00416383609621,192.168.4.11,17232
-61.52958189227797,192.168.4.9,17232
-65.43953599895781,192.168.4.10,17232
-67.2429281014571,192.168.4.5,17232
-57.00403422949746,192.168.4.11,17248
-61.4819710108748,192.168.4.9,17248
-65.39472795169469,192.168.4.10,17248
-62.18288360207218,192.168.4.9,17264
-69.0811248743273,192.168.4.6,17264
-56.941655198662936,192.168.4.11,17264
-65.38244136162173,192.168.4.10,17264
-67.57776056620322,192.168.4.5,17264
-71.93152631589415,192.168.4.7,17264
-71.7780240287297,192.168.4.7,17296
-56.94347128149618,192.168.4.11,17296
-69.07859972232974,192.168.4.6,17296
-67.55977676947742,192.168.4.5,17296
-65.40166394214265,192.168.4.10,17296
-62.17719103370973,192.168.4.9,17296
-56.97635756483968,192.168.4.11,17312
-62.171675656381645,192.168.4.9,17312
-65.4202881866035,192.168.4.10,17312
-69.0450264408202,192.168.4.6,17312
-67.60460620805321,192.168.4.5,17312
-71.69155322549656,192.168.4.7,17312
-62.135205225483226,192.168.4.9,17328
-67.6169135235662,192.168.4.5,17328
-71.57664724594812,192.168.4.7,17328
-57.00822020574449,192.168.4.11,17328
-69.04362491498847,192.168.4.6,17328
-65.43833271924896,192.168.4.10,17328
-62.16212345826544,192.168.4.9,17344
-71.62095156239312,192.168.4.7,17344
-57.039091066851846,192.168.4.11,17344
-67.59771102334358,192.168.4.5,17344
-65.42468885538612,192.168.4.10,17344
-69.04226701407191,192.168.4.6,17344
-67.57910623414843,192.168.4.5,17360
-65.38034295115568,192.168.4.10,17360
-69.07207810939855,192.168.4.6,17360
-57.069001019023126,192.168.4.11,17360
-62.15707708527911,192.168.4.9,17360
-71.63275010064261,192.168.4.7,17360
-57.00459978454212,192.168.4.11,17376
-62.121061060155625,192.168.4.9,17376
-65.36850411910322,192.168.4.10,17376
-67.52995382194132,192.168.4.5,17376
-69.03870782437677,192.168.4.6,17376
-56.97332987907261,192.168.4.11,17392
-62.08616609609529,192.168.4.9,17392
-69.03750297640848,192.168.4.6,17392
-67.51345809281239,192.168.4.5,17392
-65.35703379117085,192.168.4.10,17392
-71.64418138897095,192.168.4.7,17392
-65.31479376781017,192.168.4.10,17408
-69.00520890219244,192.168.4.6,17408
-62.11461075657453,192.168.4.9,17408
-56.88077984504387,192.168.4.11,17408
-71.65525685866842,192.168.4.7,17408
-62.111043298589024,192.168.4.9,17424
-71.60373412602723,192.168.4.7,17424
-69.00504676610434,192.168.4.6,17424
-67.4974758217792,192.168.4.5,17424
-65.27386853822041,192.168.4.10,17424
-67.45086429732892,192.168.4.5,17440
-57.28913825837467,192.168.4.11,17440
-62.13871361312051,192.168.4.9,17440
-71.58494185715669,192.168.4.7,17440
-65.23421717717169,192.168.4.10,17440
-69.00488967678237,192.168.4.6,17440
-57.21788487166332,192.168.4.11,17472
-71.56673453017027,192.168.4.7,17472
-69.00473747713718,192.168.4.6,17472
-62.103269182829024,192.168.4.9,17472
-67.46795709566149,192.168.4.5,17472
-65.22692676251985,192.168.4.10,17472
-57.14884936982824,192.168.4.11,17488
-69.00459001496915,192.168.4.6,17488
-71.54909393773853,192.168.4.7,17488
-65.21986327463098,192.168.4.10,17488
-62.100054750938725,192.168.4.9,17488
-67.45339112185039,192.168.4.5,17488
-62.06581364458423,192.168.4.9,17504
-71.84326973429631,192.168.4.7,17504
-67.43927853916315,192.168.4.5,17504
-57.050835988150965,192.168.4.11,17504
-65.18189292080183,192.168.4.10,17504
-68.97332041359795,192.168.4.6,17504
-68.97415086185951,192.168.4.6,17520
-62.03263835187615,192.168.4.9,17520
-67.42560523501692,192.168.4.5,17520
-65.20735791832449,192.168.4.10,17520
-56.95587344246744,192.168.4.11,17520
-71.8481482348789,192.168.4.7,17520
-62.00049569752161,192.168.4.9,17536
-56.92612022866043,192.168.4.11,17536
-67.41235753610735,192.168.4.5,17536
-71.82174815422378,192.168.4.7,17536
-65.16977681533677,192.168.4.10,17536
-68.94382873176667,192.168.4.6,17536
-68.91445043040733,192.168.4.6,17568
-67.43064892396438,192.168.4.5,17568
-71.7339163628487,192.168.4.7,17568
-65.16449221837915,192.168.4.10,17568
-56.92841986429729,192.168.4.11,17568
-61.93822680965313,192.168.4.9,17568
-65.19049884285242,192.168.4.10,17584
-61.94014960702164,192.168.4.9,17584
-67.41724423151611,192.168.4.5,17584
-56.89952119058536,192.168.4.11,17584
-68.91711330869445,192.168.4.6,17584
-71.67994521735831,192.168.4.7,17584
-61.910885824785446,192.168.4.9,17600
-67.40425678330071,192.168.4.5,17600
-56.84039530885301,192.168.4.11,17600
-71.56540055829242,192.168.4.7,17600
-65.18456923695582,192.168.4.10,17600
-68.95082002950384,192.168.4.6,17600
-56.75198309322033,192.168.4.11,17616
-71.54780148810741,192.168.4.7,17616
-67.39167359186983,192.168.4.5,17616
-61.913659657586216,192.168.4.9,17616
-65.17882420029642,192.168.4.10,17616
-68.92122411191521,192.168.4.6,17616
-61.85409369162355,192.168.4.9,17632
-65.11100452941659,192.168.4.10,17632
-71.49962349002959,192.168.4.7,17632
-68.92367614765207,192.168.4.6,17632
-56.69744958989536,192.168.4.11,17632
-67.34835534480906,192.168.4.5,17632
-67.39976564076147,192.168.4.5,17648
-56.61348680695181,192.168.4.11,17648
-65.10754932148836,192.168.4.10,17648
-68.9260518595365,192.168.4.6,17648
-61.73412836093469,192.168.4.9,17648
-71.70195895054532,192.168.4.7,17648
-68.9594803524914,192.168.4.6,17664
-56.50101078160818,192.168.4.11,17664
-67.3561955146895,192.168.4.5,17664
-65.10420166288174,192.168.4.10,17664
-61.74240407544834,192.168.4.9,17664
-71.92912309923904,192.168.4.7,17664
-67.34510831335466,192.168.4.5,17680
-61.65704200641033,192.168.4.9,17680
-68.92961486737664,192.168.4.6,17680
-65.13208493514705,192.168.4.10,17680
-71.83794907726171,192.168.4.7,17680
-56.48541595467806,192.168.4.11,17680
-71.74961300441913,192.168.4.7,17696
-67.33436622033393,192.168.4.5,17696
-56.43917981449414,192.168.4.11,17696
-68.90067899713029,192.168.4.6,17696
-65.09684683392969,192.168.4.10,17696
-61.6988438962152,192.168.4.9,17696
-67.29283176431709,192.168.4.5,17712
-61.64596444229088,192.168.4.9,17712
-71.66402654463326,192.168.4.7,17712
-65.0938323087553,192.168.4.10,17712
-56.39438285412602,192.168.4.11,17712
-68.90377053509143,192.168.4.6,17712
-67.28371686928328,192.168.4.5,17728
-65.12203834509744,192.168.4.10,17728
-56.35098027661323,192.168.4.11,17728
-71.54997738210545,192.168.4.7,17728
-61.62585768201789,192.168.4.9,17728
-68.90676584358755,192.168.4.6,17728
-68.90966791792718,192.168.4.6,17744
-71.53285838499724,192.168.4.7,17744
-65.08711296136934,192.168.4.10,17744
-61.6997569670494,192.168.4.9,17744
-67.30601242033461,192.168.4.5,17744
-56.34005540858584,192.168.4.11,17744
-68.94360638939276,192.168.4.6,17776
-71.54739897560079,192.168.4.7,17776
-61.67797582142535,192.168.4.9,17776
-56.36059732517464,192.168.4.11,17776
-65.11552814901738,192.168.4.10,17776
-67.32761398380508,192.168.4.5,17776
-71.56148696517324,192.168.4.7,17792
-67.37966989047197,192.168.4.5,17792
-61.71912611003652,192.168.4.9,17792
-65.11193213560716,192.168.4.10,17792
-68.91423500883147,192.168.4.6,17792
-56.34937310988116,192.168.4.11,17792
-67.3989787378139,192.168.4.5,17808
-68.8857778632797,192.168.4.6,17808
-71.85527700544554,192.168.4.7,17808
-65.07732132512625,192.168.4.10,17808
-61.883502441582415,192.168.4.9,17808
-56.30737153849112,192.168.4.11,17808
-65.0437878359711,192.168.4.10,17824
-61.85600190033036,192.168.4.9,17824
-56.26667733864039,192.168.4.11,17824
-68.88933322479883,192.168.4.6,17824
-67.38655983468051,192.168.4.5,17824
-67.37452749138231,192.168.4.5,17840
-65.07355159306414,192.168.4.10,17840
-71.79752830032382,192.168.4.7,17840
-61.798230631773286,192.168.4.9,17840
-56.258376545335125,192.168.4.11,17840
-68.8927779195427,192.168.4.6,17840
-71.74157712352437,192.168.4.7,17856
-65.10238890174976,192.168.4.10,17856
-56.21920739936952,192.168.4.11,17856
-67.36286967557596,192.168.4.5,17856
-68.89611539220603,192.168.4.6,17856
-61.6488774062322,192.168.4.9,17856
-61.47304632889427,192.168.4.9,17872
-56.18125746080392,192.168.4.11,17872
-65.1303285993367,192.168.4.10,17872
-67.2893212710247,192.168.4.5,17872
-68.89934898026151,192.168.4.6,17872
-56.17561550890503,192.168.4.11,17888
-71.6873675238684,192.168.4.7,17888
-67.24918891695692,192.168.4.5,17888
-68.87135518809137,192.168.4.6,17888
-61.39606848550307,192.168.4.9,17888
-65.12627189631748,192.168.4.10,17888
-67.24143248101682,192.168.4.5,17904
-68.84423275110979,192.168.4.6,17904
-65.09121473598971,192.168.4.10,17904
-61.3214867105984,192.168.4.9,17904
-56.17014917251512,192.168.4.11,17904
-71.63484529175447,192.168.4.7,17904
-67.23391747755795,192.168.4.5,17920
-68.88020800529038,192.168.4.6,17920
-71.5839579049488,192.168.4.7,17920
-56.227106443707626,192.168.4.11,17920
-61.37373333922412,192.168.4.9,17920
-65.05724879039836,192.168.4.10,17920
-65.02434009359781,192.168.4.10,17936
-61.57998734721111,192.168.4.9,17936
-56.220037362933695,192.168.4.11,17936
-67.25776312078538,192.168.4.5,17936
-68.91506346747576,192.168.4.6,17936
-71.56578120533518,192.168.4.7,17936
-61.90432825936048,192.168.4.9,17952
-71.48591682839641,192.168.4.7,17952
-56.306568507136376,192.168.4.11,17952
-67.28086652713296,192.168.4.5,17952
-68.94883399312816,192.168.4.6,17952
-65.02358246609559,192.168.4.10,17952
-62.21857349976586,192.168.4.9,17968
-64.99172169185526,192.168.4.10,17968
-71.47079182683423,192.168.4.7,17968
-67.27212407079938,192.168.4.5,17968
-56.35927949064088,192.168.4.11,17968
-68.95042662356855,192.168.4.6,17968
-62.39853039685176,192.168.4.9,17984
-65.0231060977152,192.168.4.10,17984
-56.37922302443128,192.168.4.11,17984
-67.29478046774415,192.168.4.5,17984
-71.42501088784266,192.168.4.7,17984
-68.98309640983702,192.168.4.6,17984
-56.36741905204186,192.168.4.11,18000
-67.28560491594916,192.168.4.5,18000
-62.51063236592506,192.168.4.9,18000
-68.95249583410624,192.168.4.6,18000
-65.02238688046866,192.168.4.10,18000
-71.41178168900578,192.168.4.7,18000
-71.39896427186075,192.168.4.7,18016
-65.02169005010259,192.168.4.10,18016
-67.30784169827699,192.168.4.5,18016
-56.418235957112415,192.168.4.11,18016
-62.68149842577088,192.168.4.9,18016
-68.95397448341409,192.168.4.6,18016
-64.98988818058298,192.168.4.10,18032
-71.38654581899017,192.168.4.7,18032
-67.29825959309629,192.168.4.5,18032
-62.72253906722649,192.168.4.9,18032
-68.92428037800128,192.168.4.6,18032
-56.49859782734342,192.168.4.11,18032
-71.34338718269403,192.168.4.7,18064
-67.28897574750886,192.168.4.5,18064
-68.92663728217066,192.168.4.6,18064
-56.48307810779017,192.168.4.11,18064
-64.9590761992442,192.168.4.10,18064
-62.66892206013843,192.168.4.9,18064
-71.36382539207655,192.168.4.7,18080
-68.89779409441842,192.168.4.6,18080
-62.61697397511088,192.168.4.9,18080
-56.46804146634483,192.168.4.11,18080
-67.2799808776691,192.168.4.5,18080
-64.92922329410487,192.168.4.10,18080
-56.45347286636594,192.168.4.11,18096
-62.50438940565216,192.168.4.9,18096
-68.90097542996446,192.168.4.6,18096
-64.90029961225986,192.168.4.10,18096
-67.30239271791272,192.168.4.5,18096
-71.38362742684772,192.168.4.7,18112
-67.29298022166859,192.168.4.5,18112
-68.93518447014398,192.168.4.6,18112
-62.36418249639656,192.168.4.9,18112
-56.53273792686348,192.168.4.11,18112
-64.9034029592305,192.168.4.10,18112
-64.90640970916036,192.168.4.10,18128
-56.60953572528738,192.168.4.11,18128
-71.30943290132534,192.168.4.7,18128
-68.96832869479341,192.168.4.6,18128
-67.28386070564625,192.168.4.5,18128
-62.22833976963818,192.168.4.9,18128
-64.90932286879935,192.168.4.10,18144
-68.90706106052745,192.168.4.6,18144
-71.26867453795201,192.168.4.7,18144
-67.24389832112477,192.168.4.5,18144
-56.71506978863925,192.168.4.11,18144
-62.06559865344714,192.168.4.9,18144
-64.88101862210416,192.168.4.10,18160
-68.87882721652562,192.168.4.6,18160
-61.93904986511335,192.168.4.9,18160
-67.23630656412963,192.168.4.5,18160
-56.78619219257613,192.168.4.11,18160
-67.26007784290324,192.168.4.5,18176
-71.29143830759159,192.168.4.7,18176
-64.85359539403123,192.168.4.10,18176
-56.792847330299296,192.168.4.11,18176
-61.81644012664528,192.168.4.9,18176
-68.88259892894362,192.168.4.6,18176
