rssi,node,millis
-55.61612862601401,192.168.4.11,14320
-60.94463798856127,192.168.4.9,14320
-71.1866448068454,192.168.4.7,14320
-68.71024279626684,192.168.4.6,14320
-64.62560712431728,192.168.4.10,14320
-66.68422405467801,192.168.4.5,14320
-64.6372607505218,192.168.4.10,14336
-55.62807729253504,192.168.4.11,14336
-60.94636122858635,192.168.4.9,14336
-68.71926203319374,192.168.4.6,14336
-71.14970843079833,192.168.4.7,14336
-66.6940531270205,192.168.4.5,14336
-60.94803082963314,192.168.4.9,14352
-64.64855163740964,192.168.4.10,14352
-55.639654035586496,192.168.4.11,14352
-68.69687365866926,192.168.4.6,14352
-71.1450484964824,192.168.4.7,14352
-66.6724495232758,192.168.4.5,14352
-68.73743588947038,192.168.4.6,14368
-66.62039163984242,192.168.4.5,14368
-55.65087043198041,192.168.4.11,14368
-60.94964846132142,192.168.4.9,14368
-64.62836434538201,192.168.4.10,14368
-68.7144818318971,192.168.4.6,14384
-71.14053361072811,192.168.4.7,14384
-55.78624466854944,192.168.4.11,14384
-66.63220760647577,192.168.4.5,14384
-64.67105887862773,192.168.4.10,14384
-80.56307422071026,192.168.4.3,14384
-60.95121574129989,192.168.4.9,14384
-55.85515165909941,192.168.4.11,14400
-68.7233691114311,192.168.4.6,14400
-66.67478250992674,192.168.4.5,14400
-60.95273423686403,192.168.4.9,14400
-71.10503252631516,192.168.4.7,14400
-64.68129774020993,192.168.4.10,14400
-80.63892834809886,192.168.4.3,14400
-71.10176320700288,192.168.4.7,14416
-68.70085291890047,192.168.4.6,14416
-55.89078705689352,192.168.4.11,14416
-60.95420546652348,192.168.4.9,14416
-64.66009116921767,192.168.4.10,14416
-66.65377873746391,192.168.4.5,14416
-60.92450415146944,192.168.4.9,14432
-68.71016441939864,192.168.4.6,14432
-64.67067141968718,192.168.4.10,14432
-66.60230201452885,192.168.4.5,14432
-71.28535604267815,192.168.4.7,14432
-55.9253132400878,192.168.4.11,14432
-68.71918608059886,192.168.4.6,14464
-64.68092234153464,192.168.4.10,14464
-66.61468105202994,192.168.4.5,14464
-55.89651125581495,192.168.4.11,14464
-60.95798084055362,192.168.4.9,14464
-80.46340565223669,192.168.4.3,14464
-71.5566144277679,192.168.4.7,14464
-80.29334652146932,192.168.4.3,14496
-66.59554804137323,192.168.4.5,14496
-55.86860578397785,192.168.4.11,14496
-64.69085418568565,192.168.4.10,14496
-71.50816210822377,192.168.4.7,14496
-60.95928876032298,192.168.4.9,14496
-68.72792692449877,192.168.4.6,14496
-64.66935015395751,192.168.4.10,14544
-66.57701057875849,192.168.4.5,14544
-55.84156891899787,192.168.4.11,14544
-71.52347141421325,192.168.4.7,14544
-60.960555968758,192.168.4.9,14544
-68.67414206620387,192.168.4.6,14544
-80.19083474699418,192.168.4.3,14560
-55.8465003617161,192.168.4.11,14560
-66.55905012672302,192.168.4.5,14560
-64.64851547245352,192.168.4.10,14560
-71.47605072879693,192.168.4.7,14560
-68.68428498350704,192.168.4.6,14560
-60.99291047846686,192.168.4.9,14560
-66.60390218323096,192.168.4.5,14576
-60.99313115219154,192.168.4.9,14576
-68.66298537958632,192.168.4.6,14576
