millis,rssi,node,sequence
15,-72.77514955146809,192.168.4.5,51648
15,-66.16950877720585,192.168.4.11,51648
15,-84.67709383881696,192.168.4.12,51648
15,-69.8034167785657,192.168.4.3,51648
15,-77.35009521900984,192.168.4.7,51680
15,-84.66708817388495,192.168.4.12,51680
15,-77.98503633124983,192.168.4.10,51680
15,-66.1606220212293,192.168.4.11,51680
15,-72.69936852913055,192.168.4.5,51680
15,-81.01775914884988,192.168.4.6,51680
15,-69.79906803485156,192.168.4.3,51680
15,-66.15391836028442,192.168.4.11,51696
15,-69.79578759106839,192.168.4.3,51696
15,-81.04849036391987,192.168.4.6,51696
15,-84.65954047195655,192.168.4.12,51696
15,-77.96981556041908,192.168.4.10,51696
15,-72.64220365579013,192.168.4.5,51696
15,-77.26409182686034,192.168.4.7,51696
15,-81.07167223667489,192.168.4.6,51712
15,-84.6538469168764,192.168.4.12,51712
15,-82.55981028315104,192.168.4.9,51712
15,-77.9583338805757,192.168.4.10,51712
15,-69.79331301171355,192.168.4.3,51712
15,-72.59908174157958,192.168.4.5,51712
15,-77.19921578347767,192.168.4.7,51712
15,-66.14886150149563,192.168.4.11,51712
15,-81.08915931693532,192.168.4.6,51728
15,-72.56655303336207,192.168.4.5,51728
15,-84.64955202423762,192.168.4.12,51728
15,-66.14504689615983,192.168.4.11,51728
15,-72.54201523448019,192.168.4.5,51744
15,-77.15027700389699,192.168.4.7,51744
15,-77.94967275733222,192.168.4.10,51744
15,-69.79144633043865,192.168.4.3,51744
15,-66.14216937585014,192.168.4.11,51744
16,-70.45682187069777,192.168.4.3,51760
16,-66.43478730351185,192.168.4.11,51760
16,-73.14583673511574,192.168.4.5,51760
16,-83.0671388766467,192.168.4.9,51760
16,-77.73871133355739,192.168.4.10,51760
16,-77.09446368213514,192.168.4.7,51760
16,-77.052361301411,192.168.4.7,51776
16,-77.57957408919442,192.168.4.10,51776
16,-73.60132517456054,192.168.4.5,51776
16,-66.65552154878785,192.168.4.11,51776
16,-84.24432779638806,192.168.4.12,51824
16,-83.44983858027406,192.168.4.9,51824
16,-77.02060167108796,192.168.4.7,51824
16,-81.38310158499826,192.168.4.6,51824
16,-66.82203085130021,192.168.4.11,51824
16,-77.45953004469429,192.168.4.10,51824
16,-70.95874316061271,192.168.4.3,51840
16,-73.9449196279702,192.168.4.5,51840
16,-66.94763595524992,192.168.4.11,51840
16,-83.73852537032333,192.168.4.9,51840
16,-77.36897567649697,192.168.4.10,51840
16,-76.99664402066348,192.168.4.7,51840
16,-76.97857173807068,192.168.4.7,51856
16,-77.30066663514668,192.168.4.10,51856
16,-71.33736390337668,192.168.4.3,51856
16,-74.20410765161745,192.168.4.5,51856
16,-83.95629418999846,192.168.4.9,51856
16,-67.04238526895296,192.168.4.11,51856
16,-71.62297375841078,192.168.4.3,51888
16,-76.96493904068802,192.168.4.7,51888
16,-84.12056654487347,192.168.4.9,51888
16,-81.6048348370039,192.168.4.6,51888
16,-74.3996242873941,192.168.4.5,51888
16,-77.2491381973354,192.168.4.10,51888
16,-67.11385873750557,192.168.4.11,51888
16,-77.21026808803822,192.168.4.10,51904
16,-76.9546553127188,192.168.4.7,51904
16,-74.54711086616228,192.168.4.5,51904
16,-81.77209773311273,192.168.4.6,51904
16,-84.24448422333836,192.168.4.9,51904
16,-71.83842151411774,192.168.4.3,51904
16,-83.93864979225764,192.168.4.12,51904
16,-67.16777423839194,192.168.4.11,51904
16,-77.18094669851138,192.168.4.10,51920
16,-74.65836631422344,192.168.4.5,51920
16,-72.00094299095413,192.168.4.3,51920
16,-67.20844501168301,192.168.4.11,51920
16,-67.23912471924206,192.168.4.11,51936
16,-74.74229106742249,192.168.4.5,51936
16,-76.9468978559229,192.168.4.7,51936
16,-72.12353990706684,192.168.4.3,51952
16,-76.9410460737555,192.168.4.7,51952
16,-67.26226773767381,192.168.4.11,51952
16,-74.80559910601532,192.168.4.5,51952
16,-81.89827130501342,192.168.4.6,51952
16,-72.2160200157449,192.168.4.3,51968
16,-76.93663182364276,192.168.4.7,51968
16,-74.85335507308939,192.168.4.5,51968
16,-67.2797255084528,192.168.4.11,51968
16,-72.28578172568255,192.168.4.3,52000
16,-67.29289465324135,192.168.4.11,52000
16,-77.15882831759271,192.168.4.10,52000
16,-81.99344943845806,192.168.4.6,52000
16,-84.33796063967031,192.168.4.9,52000
16,-74.88937944601061,192.168.4.5,52000
16,-76.93330196557544,192.168.4.7,52000
16,-84.40847390717589,192.168.4.9,52016
16,-67.30282870362254,192.168.4.11,52016
16,-82.06524638412219,192.168.4.6,52016
16,-83.70806377151129,192.168.4.12,52016
16,-77.14214347480873,192.168.4.10,52016
16,-76.93079011090806,192.168.4.7,52016
16,-74.91655417461267,192.168.4.5,52016
16,-72.33840597367481,192.168.4.3,52016
16,-82.11940589765895,192.168.4.6,52032
16,-76.92889531126721,192.168.4.7,52032
16,-67.31032238362685,192.168.4.11,52032
16,-74.93705323718375,192.168.4.5,52032
16,-83.53412285248734,192.168.4.12,52032
16,-72.37810269956105,192.168.4.3,52032
16,-67.31597518765466,192.168.4.11,52048
16,-77.12955738273673,192.168.4.10,52048
16,-74.95251655872953,192.168.4.5,52048
16,-72.4080476414122,192.168.4.3,52048
17,-78.03941637937463,192.168.4.10,52080
17,-75.75587040553938,192.168.4.7,52080
17,-82.21290155525307,192.168.4.6,52080
17,-71.98026497648317,192.168.4.3,52080
17,-74.82088120830767,192.168.4.5,52080
17,-67.75013933002617,192.168.4.11,52080
17,-82.28342933726744,192.168.4.6,52096
17,-74.87100743995134,192.168.4.7,52096
17,-71.65757017633945,192.168.4.3,52096
17,-74.72158302121709,192.168.4.5,52096
17,-68.0776479521331,192.168.4.11,52096
17,-78.72576201969582,192.168.4.10,52096
17,-74.20351737725356,192.168.4.7,52112
17,-79.24350195492602,192.168.4.10,52112
17,-74.64667814249054,192.168.4.5,52112
17,-68.32470174374403,192.168.4.11,52112
17,-71.41414765696956,192.168.4.3,52128
17,-79.63405537988362,192.168.4.10,52144
17,-68.5110650081878,192.168.4.11,52144
17,-84.05799746070913,192.168.4.12,52144
17,-74.59017418182991,192.168.4.5,52144
17,-73.70000101242917,192.168.4.7,52144
17,-71.2305236168239,192.168.4.3,52144
17,-84.3695436608274,192.168.4.9,52144
17,-84.45317853245322,192.168.4.12,52160
17,-79.92866656856525,192.168.4.10,52160
17,-74.54755082238233,192.168.4.5,52160
17,-71.09200813269082,192.168.4.3,52160
17,-68.65164680661994,192.168.4.11,52160
17,-73.32017703629175,192.168.4.7,52160
17,-84.75128055345976,192.168.4.12,52176
17,-80.15090441606543,192.168.4.10,52176
17,-68.757693682915,192.168.4.11,52176
17,-84.34017690734511,192.168.4.9,52176
17,-70.98751996583967,192.168.4.3,52176
17,-73.03365953075013,192.168.4.7,52176
17,-74.51539819539201,192.168.4.5,52176
17,-72.81752709536089,192.168.4.7,52192
17,-84.97615168540955,192.168.4.12,52192
17,-68.8376893871766,192.168.4.11,52192
17,-70.90870006292235,192.168.4.3,52192
17,-80.31854795018418,192.168.4.10,52192
17,-84.31802430645041,192.168.4.9,52192
17,-74.49114409069972,192.168.4.5,52192
17,-70.8492428317055,192.168.4.3,52208
17,-80.445008653651,192.168.4.10,52208
17,-74.47284817993007,192.168.4.5,52208
17,-72.65448913529285,192.168.4.7,52208
17,-68.89803357574566,192.168.4.11,52208
17,-84.30131365007175,192.168.4.9,52208
17,-68.9435537837077,192.168.4.11,52224
17,-80.54040338274324,192.168.4.10,52224
17,-72.53150261374056,192.168.4.7,52224
17,-74.45904679022149,192.168.4.5,52224
17,-84.28870808569883,192.168.4.9,52224
17,-70.80439169369174,192.168.4.3,52224
17,-70.77055855783999,192.168.4.3,52240
17,-80.61236371578826,192.168.4.10,52240
17,-72.43872860897983,192.168.4.7,52240
17,-74.4486358103973,192.168.4.5,52240
17,-68.97789162769969,192.168.4.11,52240
17,-84.27919916818182,192.168.4.9,52240
17,-85.14578161885868,192.168.4.12,52240
17,-70.74503677328211,192.168.4.3,52256
17,-80.66664647942969,192.168.4.10,52256
17,-69.003794135241,192.168.4.11,52256
17,-72.36874520062979,192.168.4.7,52256
17,-84.27202618411935,192.168.4.9,52256
17,-70.53181847432377,192.168.4.2,52256
17,-71.22003059424803,192.168.4.2,52272
17,-74.44078236207157,192.168.4.5,52272
17,-80.70759429475882,192.168.4.10,52272
17,-85.27374074848314,192.168.4.12,52272
17,-70.72578459725347,192.168.4.3,52272
17,-84.26661529478643,192.168.4.9,52272
17,-72.31595371602243,192.168.4.7,52272
17,-69.0233335069349,192.168.4.11,52272
17,-72.27613083638919,192.168.4.7,52336
17,-71.73917849504546,192.168.4.2,52336
17,-74.43485816937822,192.168.4.5,52336
18,-69.9128761599612,192.168.4.3,52352
18,-72.27818829106491,192.168.4.2,52352
18,-69.34514431394409,192.168.4.11,52352
18,-73.9595464507135,192.168.4.5,52352
18,-73.60099844810587,192.168.4.5,52368
18,-81.63922582318827,192.168.4.10,52368
18,-69.2996644821325,192.168.4.3,52368
18,-69.58789999940213,192.168.4.11,52368
18,-72.68478648370287,192.168.4.2,52368
18,-69.77102101814567,192.168.4.11,52384
18,-73.33053032134671,192.168.4.5,52384
18,-85.94346579131694,192.168.4.12,52384
18,-83.70980507046758,192.168.4.9,52384
18,-72.9915009283704,192.168.4.2,52384
18,-82.34199541747279,192.168.4.10,52384
18,-68.83709262954106,192.168.4.3,52384
18,-73.2228687806409,192.168.4.2,52400
18,-73.1265046202953,192.168.4.5,52400
18,-72.9725992888675,192.168.4.5,52416
18,-73.397399468696,192.168.4.2,52416
18,-82.87212464515513,192.168.4.10,52416
18,-69.9091570516742,192.168.4.11,52416
18,-68.48815485397958,192.168.4.3,52416
18,-83.28977925178613,192.168.4.9,52416
18,-68.22493613340313,192.168.4.3,52432
18,-73.52905544758009,192.168.4.2,52432
18,-70.01335898267,192.168.4.11,52432
18,-70.09196296561274,192.168.4.11,52448
18,-68.0263789701656,192.168.4.3,52448
18,-73.62836919560394,192.168.4.2,52464
18,-67.87659879120797,192.168.4.3,52464
18,-67.76361318221365,192.168.4.3,52496
18,-72.8565019005491,192.168.4.5,52496
18,-73.70328581260944,192.168.4.2,52496
18,-86.44866809745604,192.168.4.12,52496
18,-83.27202384444986,192.168.4.10,52496
18,-70.15125731913783,192.168.4.11,52496
18,-70.19598559152726,192.168.4.11,52512
18,-72.76892466427464,192.168.4.5,52512
18,-73.75979862795703,192.168.4.2,52512
18,-67.67838329446309,192.168.4.3,52512
18,-83.57368495130059,192.168.4.10,52528
18,-73.8024286668745,192.168.4.2,52528
18,-67.61409073693623,192.168.4.3,52528
18,-70.22972604457222,192.168.4.11,52528
18,-72.70286140114213,192.168.4.5,52528
18,-73.83458633247527,192.168.4.2,52576
18,-73.85884423800739,192.168.4.2,52592
18,-70.25517791451628,192.168.4.11,52592
18,-70.27437735095499,192.168.4.11,52608
18,-83.80124085425538,192.168.4.10,52608
18,-72.653027050101,192.168.4.5,52608
18,-73.87714301591345,192.168.4.2,52608
18,-86.8297638513916,192.168.4.12,52608
18,-67.56559210503094,192.168.4.3,52608
18,-82.97293577324757,192.168.4.9,52608
18,-73.8909465684259,192.168.4.2,52624
18,-72.61543486306795,192.168.4.5,52624
18,-73.90135917974577,192.168.4.2,52640
18,-67.52900750819481,192.168.4.3,52640
18,-70.28886030880344,192.168.4.11,52640
19,-71.92029380712425,192.168.4.5,52656
19,-68.946693002198,192.168.4.3,52656
19,-84.30043887507289,192.168.4.10,52656
19,-82.15049145585724,192.168.4.9,52656
19,-70.81157112706805,192.168.4.11,52656
19,-74.64209098458474,192.168.4.2,52656
19,-86.23287501972831,192.168.4.12,52672
19,-70.01611393637702,192.168.4.3,52672
19,-75.20085673485715,192.168.4.2,52672
19,-71.39591911289335,192.168.4.5,52672
19,-71.20587430216479,192.168.4.11,52672
19,-81.53008645493549,192.168.4.9,52672
19,-70.82282398546621,192.168.4.3,52688
19,-71.00036080483677,192.168.4.5,52688
19,-85.78261618964329,192.168.4.12,52688
19,-81.06208837040857,192.168.4.9,52688
19,-84.67700533922954,192.168.4.10,52688
19,-75.6223576905848,192.168.4.2,52688
19,-71.50331408810136,192.168.4.11,52688
19,-70.70197421831,192.168.4.5,52720
19,-80.70905735551435,192.168.4.9,52720
19,-75.9403139282259,192.168.4.2,52720
19,-71.72768566775272,192.168.4.11,52720
19,-71.4313599533927,192.168.4.3,52720
19,-76.18016194679174,192.168.4.2,52736
19,-80.44275092906128,192.168.4.9,52736
19,-84.9610655638579,192.168.4.10,52736
19,-71.89040471759061,192.168.4.3,52736
19,-71.89693876749097,192.168.4.11,52736
19,-70.47688842639087,192.168.4.5,52736
19,-70.30709656572589,192.168.4.5,52752
19,-72.02461363529515,192.168.4.11,52784
19,-70.17901528746182,192.168.4.5,52784
19,-76.36108958776758,192.168.4.2,52784
19,-72.23668185919577,192.168.4.3,52784
19,-72.12092426058962,192.168.4.11,52800
19,-72.19357549339792,192.168.4.11,52832
19,-70.08239808933756,192.168.4.5,52832
19,-76.49757106243149,192.168.4.2,52832
19,-70.00951559550315,192.168.4.5,52848
19,-76.60052488875658,192.168.4.2,52848
19,-72.2483794323447,192.168.4.11,52880
19,-85.17534436692823,192.168.4.10,52880
19,-69.95453720645185,192.168.4.5,52880
19,-80.24186457693311,192.168.4.9,52880
19,-76.67818737284887,192.168.4.2,52880
19,-85.44296665472973,192.168.4.12,52880
19,-72.49789354953658,192.168.4.3,52880
19,-76.73677151343573,192.168.4.2,52896
19,-80.09032739095959,192.168.4.9,52896
19,-85.33698405268615,192.168.4.10,52896
19,-69.91306465105956,192.168.4.5,52896
19,-72.69493672384033,192.168.4.3,52896
19,-85.18675445219455,192.168.4.12,52896
19,-72.28972039254573,192.168.4.11,52896
19,-69.88178012489489,192.168.4.5,52912
19,-76.78096404176411,192.168.4.2,52912
19,-72.8435748360513,192.168.4.3,52928
19,-85.45891579599228,192.168.4.10,52928
19,-69.85818086586467,192.168.4.5,52928
19,-84.99348260583494,192.168.4.12,52928
19,-76.81430036010029,192.168.4.2,52928
19,-79.97601639626284,192.168.4.9,52928
19,-72.3209056508171,192.168.4.11,52928
19,-72.34443002782048,192.168.4.11,52944
19,-72.95569893514637,192.168.4.3,52944
19,-69.84037893324647,192.168.4.5,52944
20,-80.42409098655034,192.168.4.9,52960
20,-72.80572308244427,192.168.4.11,52960
20,-69.38827671324923,192.168.4.5,52960
20,-85.00840129178985,192.168.4.10,52960
20,-84.66855889093061,192.168.4.10,52976
20,-73.15369620588582,192.168.4.11,52976
20,-69.04723663031191,192.168.4.5,52976
20,-84.3633938690056,192.168.4.12,52976
20,-80.76209285576186,192.168.4.9,52992
20,-73.41618724802046,192.168.4.11,52992
20,-73.45789608219407,192.168.4.3,52992
20,-68.78997547779956,192.168.4.5,52992
20,-83.888090927411,192.168.4.12,52992
20,-84.41220120134581,192.168.4.10,52992
20,-81.01706215343434,192.168.4.9,53008
20,-68.59591236351116,192.168.4.5,53008
20,-68.44952223830366,192.168.4.5,53024
20,-84.21881960786868,192.168.4.10,53072
20,-73.61419549221897,192.168.4.11,53072
20,-68.33909389216045,192.168.4.5,53072
20,-83.52954954572357,192.168.4.12,53072
20,-73.8367249158173,192.168.4.3,53072
20,-68.25579305739006,192.168.4.5,53088
20,-83.2590864134083,192.168.4.12,53104
20,-74.1224917427059,192.168.4.3,53104
20,-73.7635615980172,192.168.4.11,53104
20,-83.05506447987997,192.168.4.12,53120
20,-74.33805790901098,192.168.4.3,53120
20,-84.07294358302104,192.168.4.10,53120
20,-73.87623485387904,192.168.4.11,53120
20,-73.96122912027343,192.168.4.11,53168
20,-81.20939642338156,192.168.4.9,53168
20,-82.90116199045634,192.168.4.12,53168
20,-83.96290304481509,192.168.4.10,53168
20,-68.1929556672109,192.168.4.5,53168
20,-68.14555473040859,192.168.4.5,53184
20,-74.50066870803694,192.168.4.3,53200
20,-74.02534393851191,192.168.4.11,53200
20,-68.10979817203898,192.168.4.5,53200
20,-81.3544824071993,192.168.4.9,53200
20,-82.7850667459835,192.168.4.12,53200
20,-83.87989475019435,192.168.4.10,53200
20,-68.08282546743249,192.168.4.5,53232
20,-83.81727803558915,192.168.4.10,53232
20,-68.0624788002206,192.168.4.5,53248
20,-74.07370849405356,192.168.4.11,53248
21,-67.53943902026683,192.168.4.5,53264
21,-84.2306506959718,192.168.4.10,53296
21,-81.71876189797393,192.168.4.12,53296
21,-67.14488769526771,192.168.4.5,53296
21,-80.4485441500739,192.168.4.9,53296
21,-66.84726071922336,192.168.4.5,53328
21,-79.76515609162108,192.168.4.9,53328
21,-66.62274793405021,192.168.4.5,53344
21,-80.91440244624673,192.168.4.12,53344
21,-79.24964718716461,192.168.4.9,53344
21,-66.45338831693441,192.168.4.5,53360
21,-80.30763963466372,192.168.4.12,53376
21,-73.96824730466129,192.168.4.3,53376
21,-66.32563309850669,192.168.4.5,53376
21,-78.86077672434799,192.168.4.9,53376
21,-73.50287291785249,192.168.4.11,53376
21,-73.0722671750796,192.168.4.11,53392
21,-78.56743506614586,192.168.4.9,53392
21,-66.22926186129284,192.168.4.5,53392
21,-66.15656490631575,192.168.4.5,53424
21,-79.84993243829824,192.168.4.12,53440
21,-66.10172647717725,192.168.4.5,53440
21,-79.50466428144107,192.168.4.12,53456
21,-66.06035949954627,192.168.4.5,53456
21,-72.74744280631309,192.168.4.11,53472
21,-78.34615487990207,192.168.4.9,53472
21,-79.24421371154362,192.168.4.12,53472
21,-66.0291546152123,192.168.4.5,53472
21,-84.5424754120322,192.168.4.10,53472
21,-79.04774468301412,192.168.4.12,53488
21,-73.56661901899187,192.168.4.3,53488
21,-72.50241386205161,192.168.4.11,53488
21,-66.00561543342867,192.168.4.5,53488
21,-78.17923375071713,192.168.4.9,53488
21,-65.98785881965266,192.168.4.5,53504
21,-78.89953967357017,192.168.4.12,53520
21,-78.05331798825623,192.168.4.9,53520
21,-65.9744642447822,192.168.4.5,53520
21,-84.77769816105517,192.168.4.10,53520
21,-77.95833433152248,192.168.4.9,53536
21,-73.26365358817515,192.168.4.3,53536
21,-78.78774228245629,192.168.4.12,53536
21,-84.95513676296255,192.168.4.10,53536
21,-65.96436014282764,192.168.4.5,53536
22,-63.551637833426135,192.168.4.5,53568
22,-61.73161797927015,192.168.4.5,53584
22,-78.10291349425917,192.168.4.12,53584
22,-60.3586989920272,192.168.4.5,53600
22,-59.32304735271786,192.168.4.5,53616
22,-58.54181093019737,192.168.4.5,53632
22,-57.9524908106641,192.168.4.5,53648
22,-73.56737090821947,192.168.4.3,53648
22,-57.50794138455539,192.168.4.5,53664
22,-78.29611264988004,192.168.4.9,53664
22,-57.17259869778253,192.168.4.5,53680
22,-78.55091331356135,192.168.4.9,53696
22,-56.9196353354037,192.168.4.5,53696
22,-56.72881422842861,192.168.4.5,53712
22,-56.584869688299214,192.168.4.5,53728
22,-78.7431203756609,192.168.4.9,53744
22,-73.68224014849555,192.168.4.7,53744
22,-56.47628615180519,192.168.4.5,53744
22,-73.79647790092136,192.168.4.3,53744
22,-56.394376936027015,192.168.4.5,53760
22,-56.33258930370243,192.168.4.5,53824
23,-55.759572093227504,192.168.4.5,53856
23,-55.32732065021078,192.168.4.5,53872
23,-84.47484346305265,192.168.4.10,53872
23,-79.05188182590778,192.168.4.9,53872
23,-79.30591774559478,192.168.4.12,53872
23,-72.85955728772842,192.168.4.7,53872
23,-55.00125485921093,192.168.4.5,53888
23,-79.28479382222731,192.168.4.9,53888
23,-72.23897234331291,192.168.4.7,53888
23,-79.46048932432502,192.168.4.9,53904
23,-54.75528945694794,192.168.4.5,53904
23,-54.56974721124079,192.168.4.5,53920
23,-54.4297847424329,192.168.4.5,53936
23,-71.77083851969576,192.168.4.7,53952
23,-54.32420505301965,192.168.4.5,53952
23,-79.59302397236873,192.168.4.9,53968
23,-54.24456176784796,192.168.4.5,53968
23,-54.18448342410412,192.168.4.5,54016
23,-54.1391637542886,192.168.4.5,54064
23,-54.10497718481616,192.168.4.5,54080
23,-79.69300053820193,192.168.4.9,54096
23,-54.07918879012903,192.168.4.5,54096
23,-80.21339541657798,192.168.4.12,54096
23,-71.4177051109876,192.168.4.7,54096
23,-84.11253764018697,192.168.4.10,54096
23,-54.059735498652216,192.168.4.5,54112
23,-71.15132144449178,192.168.4.7,54128
23,-54.04506104706758,192.168.4.5,54128
23,-83.83923482853625,192.168.4.10,54144
23,-70.95037682688864,192.168.4.7,54144
23,-54.03399147924835,192.168.4.5,54144
23,-79.76841714709128,192.168.4.9,54144
23,-75.8117316542598,192.168.4.3,54144
24,-57.67540441016017,192.168.4.5,54160
24,-80.65160840722463,192.168.4.9,54160
24,-83.42835652221699,192.168.4.10,54160
24,-80.23467045060478,192.168.4.12,54160
24,-70.83154997372215,192.168.4.7,54160
24,-78.26686422381793,192.168.4.2,54160
24,-70.7419137851201,192.168.4.7,54176
24,-60.42227826531337,192.168.4.5,54176
24,-83.11841340434175,192.168.4.10,54192
24,-70.67429736599432,192.168.4.7,54192
24,-62.494362953120216,192.168.4.5,54192
24,-80.25071912067997,192.168.4.12,54192
24,-80.26282532040956,192.168.4.12,54208
24,-79.36259540725919,192.168.4.2,54208
24,-82.88461002548053,192.168.4.10,54208
24,-70.62329140281476,192.168.4.7,54208
24,-81.31783743084503,192.168.4.9,54208
24,-64.05742524860526,192.168.4.5,54208
24,-82.70824211532441,192.168.4.10,54224
24,-81.82040253984212,192.168.4.9,54224
24,-80.18915240509938,192.168.4.2,54224
24,-70.58481541852704,192.168.4.7,54224
24,-80.27195754577191,192.168.4.12,54224
24,-65.23651013540727,192.168.4.5,54224
24,-66.12594440447045,192.168.4.5,54272
24,-80.81265977716569,192.168.4.2,54272
24,-82.57520024106091,192.168.4.10,54272
24,-82.19950894293568,192.168.4.9,54272
24,-80.278846374796,192.168.4.12,54272
24,-70.55579133438816,192.168.4.7,54272
24,-82.47484105274896,192.168.4.10,54304
24,-70.533897223667,192.168.4.7,54304
24,-66.79688279731982,192.168.4.5,54304
24,-81.28299811322344,192.168.4.2,54304
24,-82.48548515237317,192.168.4.9,54304
24,-80.28404291380379,192.168.4.12,54304
24,-82.70120926490962,192.168.4.9,54320
24,-67.30300038538337,192.168.4.5,54320
24,-82.39913581532358,192.168.4.10,54320
24,-81.63779448015724,192.168.4.2,54320
24,-70.51738155750586,192.168.4.7,54320
24,-82.86393920954792,192.168.4.9,54336
24,-80.28796288591587,192.168.4.12,54336
24,-82.34202810979075,192.168.4.10,54336
24,-70.50492308261185,192.168.4.7,54336
24,-81.90543258732181,192.168.4.2,54336
24,-67.68478657570616,192.168.4.5,54336
24,-70.49552512099346,192.168.4.7,54352
24,-70.4884358357212,192.168.4.7,54368
24,-80.29091988890123,192.168.4.12,54368
24,-82.29894931970784,192.168.4.10,54368
24,-82.1073234832903,192.168.4.2,54368
24,-82.98669338185915,192.168.4.9,54368
24,-70.48308808397331,192.168.4.7,54384
24,-82.26645314186824,192.168.4.10,54384
24,-67.972784263514,192.168.4.5,54384
24,-82.2596184397402,192.168.4.2,54384
24,-70.47905404560996,192.168.4.7,54400
24,-68.19003326383154,192.168.4.5,54400
24,-68.35391349668417,192.168.4.5,54416
24,-83.0792921156282,192.168.4.9,54416
24,-82.24193988204476,192.168.4.10,54416
24,-80.29315048299868,192.168.4.12,54416
24,-82.37450105318749,192.168.4.2,54416
24,-70.47601099756206,192.168.4.7,54416
24,-70.47371549598579,192.168.4.7,54432
24,-83.1491433095566,192.168.4.9,54432
24,-82.46116193270795,192.168.4.2,54432
24,-82.22344847945153,192.168.4.10,54432
24,-76.59495252851389,192.168.4.3,54432
24,-68.4775353807001,192.168.4.5,54432
24,-80.29483311573603,192.168.4.12,54432
24,-68.57078866660062,192.168.4.5,54448
24,-83.20183505915863,192.168.4.9,54448
25,-82.12951231287866,192.168.4.2,54464
25,-69.68615128001933,192.168.4.5,54464
25,-82.48440165630157,192.168.4.10,54464
25,-70.4494653298504,192.168.4.7,54464
25,-82.85746427178083,192.168.4.9,54464
25,-82.6812498227986,192.168.4.10,54544
25,-70.43117239010303,192.168.4.7,54544
25,-81.02956442148394,192.168.4.12,54544
25,-70.52751710695071,192.168.4.5,54544
25,-70.41737324156391,192.168.4.7,54560
25,-71.16219541354926,192.168.4.5,54560
25,-81.87933478919076,192.168.4.2,54560
25,-82.5976906261455,192.168.4.9,54560
25,-81.58380373809344,192.168.4.12,54560
25,-82.00189021089327,192.168.4.12,54576
25,-81.69061515974924,192.168.4.2,54576
25,-71.64096046434285,192.168.4.5,54576
25,-82.82974083226237,192.168.4.10,54576
25,-70.4069639523499,192.168.4.7,54576
25,-76.44879819362394,192.168.4.3,54592
25,-82.3172707577074,192.168.4.12,54592
25,-81.54825585419877,192.168.4.2,54592
25,-82.94175396544999,192.168.4.10,54592
25,-70.39911177932389,192.168.4.7,54592
25,-72.00211346339498,192.168.4.5,54592
25,-70.39318854864379,192.168.4.7,54608
25,-81.4408681280953,192.168.4.2,54608
25,-83.02625027301647,192.168.4.10,54608
25,-72.27454665062982,192.168.4.5,54608
25,-72.48005468102616,192.168.4.5,54640
25,-81.35986096335057,192.168.4.2,54640
25,-82.40173223060182,192.168.4.9,54640
25,-70.3887204018552,192.168.4.7,54640
25,-82.555175822281,192.168.4.12,54640
25,-83.08998945956712,192.168.4.10,54640
25,-70.38534988721501,192.168.4.7,54688
25,-81.298753786785,192.168.4.2,54688
25,-82.25391241350628,192.168.4.9,54688
25,-72.6350781970157,192.168.4.5,54720
25,-81.25265802427334,192.168.4.2,54720
25,-82.73463780977993,192.168.4.12,54720
25,-83.13807066002599,192.168.4.10,54736
25,-82.14240558949125,192.168.4.9,54736
25,-81.21788601481467,192.168.4.2,54736
25,-82.8700136792041,192.168.4.12,54736
25,-72.75201907987761,192.168.4.5,54736
26,-73.05859449992236,192.168.4.5,54752
26,-81.99301433921407,192.168.4.12,54752
26,-76.19115343193889,192.168.4.3,54752
26,-82.47590834577642,192.168.4.9,54752
26,-81.1097702852717,192.168.4.2,54752
26,-82.7274837697237,192.168.4.9,54768
26,-81.02821395632824,192.168.4.2,54768
26,-72.46087802342026,192.168.4.11,54768
26,-81.33145614636116,192.168.4.12,54768
26,-83.43169546648302,192.168.4.10,54768
26,-80.83241444521714,192.168.4.12,54800
26,-72.42954575999588,192.168.4.11,54800
26,-80.96669252166882,192.168.4.2,54800
26,-73.2898574799609,192.168.4.5,54800
26,-73.46430905839631,192.168.4.5,54864
26,-72.4059104907045,192.168.4.11,54864
26,-80.92028426652068,192.168.4.2,54864
26,-80.45596589969048,192.168.4.12,54864
26,-72.38808139400281,192.168.4.11,54896
26,-83.65318924359202,192.168.4.10,54896
26,-80.17199462613907,192.168.4.12,54896
26,-73.59590536150343,192.168.4.5,54896
26,-82.9172578952489,192.168.4.9,54896
26,-80.88527653047198,192.168.4.2,54912
26,-72.37463214215468,192.168.4.11,54912
26,-79.95778292267879,192.168.4.12,54912
26,-75.99680094480894,192.168.4.3,54912
26,-83.06041265239399,192.168.4.9,54912
26,-83.82027149352173,192.168.4.10,54912
26,-73.69517409353081,192.168.4.5,54912
26,-79.7961938530328,192.168.4.12,54944
26,-73.77005675304066,192.168.4.5,54944
26,-83.9463087962665,192.168.4.10,54944
26,-72.36448679501227,192.168.4.11,54944
26,-80.85886869463882,192.168.4.2,54944
26,-75.85019253326371,192.168.4.3,54944
26,-83.16840042173061,192.168.4.9,54976
26,-73.82654395279377,192.168.4.5,54976
26,-72.35683372480416,192.168.4.11,54976
26,-79.67430029162945,192.168.4.12,54976
26,-80.83894813215453,192.168.4.2,54976
26,-79.58235075355645,192.168.4.12,55008
26,-80.82392119802039,192.168.4.2,55008
26,-84.04138413604593,192.168.4.10,55008
26,-72.35106068591372,192.168.4.11,55008
